name,company,street,postcode,city,country,capacity,energy_source,technology,additional_info,type,chp,commissioned,comment,source,eic_code,lat,lon,energy_source_level_1,energy_source_level_2,energy_source_level_3
Calancasca,,,,Roveredo,CH,20.8,Hydro,Run-of-river,,,,1951.0,,BFE,,46.2392079506,9.11854962054,Renewable energy,Hydro,
Morobbia,,,,Giubiasco,CH,15.5,Hydro,Run-of-river,,,,1970.0,- Base giuridica: Discussioni in corso per un rinnovo della concessione; ,BFE,,46.1680636081,9.01689952707,Renewable energy,Hydro,
Verzasca (Gordola),,,,Gordola,CH,132.5,Hydro,Reservoir,,,,1965.0,,BFE,,46.1942167756,8.84910111686,Renewable energy,Hydro,
Verzasca (Tenero),,,,Tenero,CH,4.25,Hydro,Run-of-river,,,,1972.0,,BFE,,46.1816582328,8.85330945367,Renewable energy,Hydro,
Sambuco-Peccia,,,,Piano di Peccia,CH,54.0,Hydro,Pumped storage,,,,1955.0,- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ; ,BFE,,46.4156418664,8.61147407012,Renewable energy,Hydro,
Corgello-Peccia,,,,Piano di Peccia,CH,0.98,Hydro,Run-of-river,,,,1991.0,- Centrali di Peccia (Sambuco) e Peccia (Corgello) in una caverna ; ,BFE,,46.4156418664,8.61147407012,Renewable energy,Hydro,
Robiei,,,,Robiei,CH,173.0,Hydro,Pumped storage,,,,1968.0,- La centrale di Robiei pratica il pompaggio-turbinaggio        ; ,BFE,,46.4449947898,8.50890150082,Renewable energy,Hydro,
Bavona,,,,San Carlo,CH,140.0,Hydro,Reservoir,,,,1966.0,"- Energia restituita:	 I vari beneficiari sono Stalvedro, Tremorgio, Piottino e Personico                   ;                                                        ;                                                        ;                                                         ;                                                        ; ",BFE,,46.4103537646,8.53761284541,Renewable energy,Hydro,
Cavergno,,,,Cavergno,CH,114.0,Hydro,Reservoir,,,,1955.0,,BFE,,46.3536410924,8.59532353346,Renewable energy,Hydro,
Verbano 1,,,,Brissago,CH,119.0,Hydro,Reservoir,,,,1953.0,,BFE,,46.131824283,8.71678735348,Renewable energy,Hydro,
Verbano 2,,,,Brissago,CH,62.0,Hydro,Reservoir,,,,1973.0,,BFE,,46.1321767287,8.71744263841,Renewable energy,Hydro,
Campo Vallemaggia,,,,Campo Vallemaggia,CH,1.28,Hydro,Run-of-river,,,,2002.0,,BFE,,46.2853101718,8.5086146267,Renewable energy,Hydro,
Cerentino,,,,"Cerentino, Collinasca",CH,1.38,Hydro,Run-of-river,,,,2004.0,,BFE,,46.3065771304,8.5516126454,Renewable energy,Hydro,
Giumaglio,,,,"Someo, Giumaglio",CH,8.94,Hydro,Run-of-river,,,,1967.0,,BFE,,46.2824127218,8.66971883413,Renewable energy,Hydro,
Ponte Brolla,,,,"Tegna, Ponte Brolla",CH,3.1,Hydro,Run-of-river,,,,1958.0,,BFE,,46.18559009,8.75120889324,Renewable energy,Hydro,
Cassarate - Franscinone,,,,Sonvico,CH,5.0,Hydro,Run-of-river,,,,1991.0,,BFE,,46.047992628,8.97466556023,Renewable energy,Hydro,
Sigirino (Monteceneri),,,,Sigirino (Monteceneri),CH,0.84,Hydro,Run-of-river,,,,2015.0,,BFE,,46.0774335119,8.91253368696,Renewable energy,Hydro,
Valmara,,,,Maroggia,CH,0.95,Hydro,Run-of-river,,,,1999.0,- Quota del pavimento della sala macchine: Approssimazione      ;     ;                                                      ; ,BFE,,45.9394453937,8.9776796767,Renewable energy,Hydro,
Gabi,,,,Gabi,CH,11.33,Hydro,Run-of-river,,,,1986.0,,BFE,,46.1882115335,8.0700669845,Renewable energy,Hydro,
Gondo,,,,"Gondo, San Marco",CH,46.0,Hydro,Run-of-river,,,,1979.0,,BFE,,46.196009215,8.1506042231,Renewable energy,Hydro,
Tannuwald,,,,"Gondo, Tannuwald",CH,5.2,Hydro,Run-of-river,,,,1979.0,,BFE,,46.1499409889,8.10793668693,Renewable energy,Hydro,
Palü,,,,"Poschiavo, Alpe Palü",CH,10.4,Hydro,Reservoir,,,,2004.0,,BFE,,46.3724950431,10.0289744735,Renewable energy,Hydro,
Palü,,,,"Poschiavo, Bernina",CH,0.0,Hydro,Reservoir,,,,1923.0,,BFE,,46.4075413892,10.019588316,Renewable energy,Hydro,
Cavaglia,,,,"Poschiavo, Cavaglia",CH,8.3,Hydro,Reservoir,,,,1975.0,,BFE,,46.3680968766,10.0363058541,Renewable energy,Hydro,
Robbia,,,,"S. Carlo, Robbia",CH,27.0,Hydro,Reservoir,,,,2005.0,,BFE,,46.3482642227,10.0610921706,Renewable energy,Hydro,
Pedecosta,,,,"San Carlo, Pedecosta",CH,0.51,Hydro,Run-of-river,,,,2010.0,- Centrale ad acqua potabile; ,BFE,,46.3576454254,10.0757152147,Renewable energy,Hydro,
Campocologno 1,,,,Campocologno,CH,50.0,Hydro,Reservoir,,,,2003.0,,BFE,,46.2321878892,10.1436946334,Renewable energy,Hydro,
Campocologno 2,,,,Campocologno,CH,1.62,Hydro,Reservoir,,,,1950.0,,BFE,,46.2308021117,10.1451821456,Renewable energy,Hydro,
Lizun,,,,Casaccia,CH,6.6,Hydro,Run-of-river,,,,1961.0,,BFE,,46.3806401186,9.65796327585,Renewable energy,Hydro,
Albignawerk Löbbia,,,,Casaccia,CH,86.0,Hydro,Reservoir,,,,2004.0,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale);    in einem Gebäudekomplex; - Maschinendaten unter der Voraussetzung, dass Gruppe 2 für das Albignawerk Löbbia in Betrieb steht     ;                                             ;  ;                             ; ",BFE,,46.3749522123,9.65890088302,Renewable energy,Hydro,
Plancanin,,,,Plancanin,CH,0.5,Hydro,Run-of-river,,,,1991.0,,BFE,,46.3638966463,9.71265622238,Renewable energy,Hydro,
Fornowerk Löbbia,,,,Casaccia,CH,9.0,Hydro,Run-of-river,,,,1960.0,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale);    in einem Gebäudekomplex  ; - Bei zugeschalteter Gruppe 2 beträgt die Ausbauwassermenge 6.10 m3/s; - Bei zugeschalteter Gruppe 2 beträgt die installierte Leistung 33 MW und die maximal mögliche Leistung 33 MW;        ;  ;       ; ",BFE,,46.3749522123,9.65890088302,Renewable energy,Hydro,
Albignawerk Löbbia,,,,Casaccia,CH,0.0,Hydro,Reservoir,,,,1967.0,"- Zentralen Löbbia (Albigna); Löbbia (Forno); Löbbia, Pumpe Maira (Pumpzentrale) und Löbbia, Pumpe Forno (Pumpzentrale) ;   in einem Gebäudekomplex   ; - Löbbia, Pumpe Maira = Zubringerpumpe zu Albignasee, um Wasser der Maira zu speichern                                                ;   ;             ; ",BFE,,46.3749522123,9.65890088302,Renewable energy,Hydro,
Albignawerk Löbbia,,,,Murtaira,CH,0.0,Hydro,Reservoir,,,,1963.0,,BFE,,46.3690603354,9.67478057273,Renewable energy,Hydro,
Bondo,,,,Bondo,CH,6.9,Hydro,Run-of-river,,,,1962.0,,BFE,,46.3339963909,9.55121328995,Renewable energy,Hydro,
Castasegna,,,,Castasegna,CH,100.0,Hydro,Reservoir,,,,1980.0,,BFE,,46.3360981055,9.51543700775,Renewable energy,Hydro,
Silvaplana,,,,Silvaplana,CH,1.47,Hydro,Run-of-river,,,,1973.0,,BFE,,46.4596242856,9.79337673204,Renewable energy,Hydro,
Pradella - Dotierzentrale,,,,Scuol,CH,0.96,Hydro,Run-of-river,,,,2014.0,,BFE,,46.8050592146,10.3289973638,Renewable energy,Hydro,
Islas,,,,Celerina,CH,4.4,Hydro,Run-of-river,,,,2007.0,,BFE,,46.5056195848,9.85728901713,Renewable energy,Hydro,
"Roseg, Samedan",,,,"Roseg, Samedan",CH,0.31,Hydro,Run-of-river,,,,2003.0,- Seit den 80er Jahren wird das Wasser nicht mehr als Trinkwasser genutzt. ; ,BFE,,46.5117431884,9.87815914687,Renewable energy,Hydro,
Morteratsch,,,,"Pontresina, Morteratsch",CH,0.57,Hydro,Run-of-river,,,,1968.0,- Die Konzession beginn ab der Inbetriebnahmen des neuen KW zu laufen voraussichtlich im Jahre 2017; ,BFE,,46.4525803371,9.94164682347,Renewable energy,Hydro,
Champagna 1,,,,Samedan,CH,0.36,Hydro,Run-of-river,,,,1992.0,,BFE,,46.5419232912,9.89347601258,Renewable energy,Hydro,
Madulain,,,,Madulain,CH,1.56,Hydro,Run-of-river,,,,1980.0,,BFE,,46.5852709512,9.9363025202,Renewable energy,Hydro,
Susasca,,,,Susch,CH,5.86,Hydro,Run-of-river,,,,2015.0,,BFE,,46.7551930076,10.0840366722,Renewable energy,Hydro,
Ouvra Electrica Lavinuoz Lavin,,,,Lavin,CH,3.07,Hydro,Run-of-river,,,,2014.0,,BFE,,46.7689779531,10.1143178662,Renewable energy,Hydro,
Guarda (Ara),,,,Guarda-Giarsun Gmd. Scuol,CH,0.35,Hydro,Run-of-river,,,,1998.0,- Wässerwasserkraftwerk; ,BFE,,46.7684823294,10.1429807693,Renewable energy,Hydro,
Tasnan,,,,Ardez,CH,6.6,Hydro,Run-of-river,,,,2014.0,,BFE,,46.7776529012,10.2257209387,Renewable energy,Hydro,
Tarasp (Ischla),,,,Tarasp,CH,0.92,Hydro,Run-of-river,,,,2010.0,- Trinkwasserkraftwerk; ,BFE,,46.7899029834,10.2837559953,Renewable energy,Hydro,
Clemgia,,,,Scuol,CH,1.9,Hydro,Run-of-river,,,,2001.0,,BFE,,46.7884940361,10.296917759,Renewable energy,Hydro,
Chasura,,,,Strada,CH,0.3,Hydro,Run-of-river,,,,1994.0,- Trinkwasserkraftwerk; ,BFE,,46.8702702474,10.4358013527,Renewable energy,Hydro,
Schergenbach,,,,Samnaun-Compatsch,CH,0.96,Hydro,Run-of-river,,,,1970.0,,BFE,,46.960384617,10.4217681589,Renewable energy,Hydro,
Punt dal Gall-Dotieranlage,,,,Zernez,CH,2.8,Hydro,Run-of-river,,,,1969.0,,BFE,,46.6234441915,10.1932036115,Renewable energy,Hydro,
Ova Spin,,,,Zernez,CH,54.0,Hydro,Pumped storage,,,,1970.0,- Zentrale Ova Spin praktiziert Umwälzbetrieb                  ; ,BFE,,46.6782585306,10.1444753501,Renewable energy,Hydro,
Ova Spin-Dotieranlage,,,,Zernez,CH,0.47,Hydro,Run-of-river,,,,1969.0,,BFE,,46.6782585306,10.1444753501,Renewable energy,Hydro,
Pradella,,,,Scuol,CH,300.0,Hydro,Reservoir,,,,1970.0,,BFE,,46.8045802532,10.3336910022,Renewable energy,Hydro,
Pradella-Martina,,,,Martina,CH,84.0,Hydro,Reservoir,,,,1994.0,,BFE,,46.8821155388,10.4645577137,Renewable energy,Hydro,
Muranzina,,,,Sta.Maria,CH,2.0,Hydro,Run-of-river,,,,1995.0,,BFE,,46.5965486956,10.4278045452,Renewable energy,Hydro,
Chasseras,,,,Müstair/Chasseras,CH,1.07,Hydro,Run-of-river,,,,1991.0,,BFE,,46.614013798,10.4414426528,Renewable energy,Hydro,
Mühleberg,BKW FMB Energie AG,,,Mühleberg,CH,390.0,Nuclear,Steam turbine,,,,1972.0,,Schweizerische Eidgenossenschaft,12W-0000000057-Z,45.96917,7.26961,Nuclear,,
Gösgen,Kernkraftwerk Gösgen-Däniken AG,,,Däniken,CH,1035.0,Nuclear,Steam turbine,,,,1979.0,,Schweizerische Eidgenossenschaft,12W-0000000056-1,47.36552,7.96779,Nuclear,,
Beznau 1,Axpo AG,,,Döttingen,CH,380.0,Nuclear,Steam turbine,,,,1969.0,,Schweizerische Eidgenossenschaft,12W-0000000017-E,47.55198,8.22825,Nuclear,,
Beznau 2,Axpo AG,,,Döttingen,CH,380.0,Nuclear,Steam turbine,,,,1971.0,,Schweizerische Eidgenossenschaft,12W-0000000017-E,47.55198,8.22825,Nuclear,,
Leibstadt,Kernkraftwerk Leibstadt AG,,,Leibstadt,CH,1245.0,Nuclear,Steam turbine,,,,1984.0,,Schweizerische Eidgenossenschaft,12W-0000000052-D,47.60109,8.18259,Nuclear,,
TORINO NORD,,,,TORINO,IT,395.0,Fossil fuels,,,,,,,Terna,26WIMPI-0066050X,45.10383,7.61308,Fossil fuels,,
CCGT APRILIA,,,,APRILIA,IT,787.0,Fossil fuels,,,,,,,Terna,26WIMPI-0300653B,45.56156,12.63364,Fossil fuels,,
ILVA TARANTO CET3,,,,TARANTO,IT,400.0,Fossil fuels,,,,,,,Terna,26WIMPI-0420910Z,40.50201,17.21321,Fossil fuels,,
ENTRACQUE ROVINA,,,,ENTRACQUE,IT,125.0,Hydro,,,,,,,Terna,26WIMPI-R01ENTRX,44.22573,7.39012,Renewable energy,Hydro,
VERZUOLO,,,,VERZUOLO,IT,140.0,Fossil fuels,,,,,,,Terna,26WIMZI-S01BVRG0,44.59458,7.48615,Fossil fuels,,
CHIVASSO,,,,CHIVASSO,IT,1123.0,Fossil fuels,,,,,,,Terna,26WIMPI-S01CHVSE,45.18577,7.90138,Fossil fuels,,
E.ON C.TE LIVORNO FERRARIS ,,,,LIVORNO FERRARIS,IT,804.0,Fossil fuels,,,,,,,Terna,26WIMPI-S01ECLF6,45.23754,8.19243,Fossil fuels,,
ENTRACQUE_CHRO,,,,ENTRACQUE,IT,1064.0,Hydro,,,,,,,Terna,26WIMPI-S01ENTRP,44.16945,7.33204,Renewable energy,Hydro,
U.O. MIRAFIORI,,,,TORINO,IT,122.0,Fossil fuels,,,,,,,Terna,26WIMPI-S01FMTRO,45.07564,7.61103,Fossil fuels,,
LEINI,,,,LEINI',IT,379.5,Fossil fuels,,,,,,,Terna,26WIMPI-S01LNEIG,45.16269,7.75045,Fossil fuels,,
MONCALIERI,,,,MONCALIERI,IT,780.0,Fossil fuels,,,,,,,Terna,26WIMPI-S01MNCLB,44.99293,7.67541,Fossil fuels,,
PONT VENTOUX,,,,VENAUS,IT,150.0,Hydro,,,,,,,Terna,26WIMPI-S01PVNTQ,45.141299,6.962786,Renewable energy,Hydro,
ROSONE,,,,LOCANA,IT,135.0,Hydro,,,,,,,Terna,26WIMPI-S01RASNN,45.435348,7.418466,Renewable energy,Hydro,
VENAUS,,,,VENAUS,IT,230.0,Hydro,,,,,,,Terna,26WIMPI-S01VNSE6,45.161887,7.008396,Renewable energy,Hydro,
AVISE,,,,AVISE,IT,126.5,Hydro,,,,,,,Terna,26WIMPI-S02AVSIS,45.700913,7.193059,Renewable energy,Hydro,
VALPELLINE,,,,VALPELLINE,IT,130.0,Hydro,,,,,,,Terna,26WIMPI-S02VLPL3,45.825196,7.333163,Renewable energy,Hydro,
CASSANO,,,,CASSANO D'ADDA,IT,969.07,Fossil fuels,,,,,,,Terna,26WIMPI-S03ACMNW,45.51234,9.50979,Fossil fuels,,
CTE DEL MINCIO,,,,PONTI SUL MINCIO,IT,400.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03ACMSM,45.39991,10.71428,Fossil fuels,,
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),,,,TERRANOVA DEI PASSERINI,IT,800.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03CDTL1,45.22676,9.63727,Fossil fuels,,
LAMARMORA,,,,BRESCIA,IT,116.7,Fossil fuels,,,,,,,Terna,26WIMPI-S03CLTCO,45.51658,10.21182,Fossil fuels,,
TENARIS DALMINE S.P.A.,,,,DALMINE,IT,121.7,Fossil fuels,,,,,,,Terna,26WIMPI-S03DBLMQ,45.63919,9.60481,Fossil fuels,,
EDOLO,,,,EDOLO,IT,950.0,Hydro,,,,,,,Terna,26WIMPI-S03EDLO9,46.172153,10.344367,Renewable energy,Hydro,
ENIPOWER MANTOVA,,,,MANTOVA,IT,800.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03EMC43,45.15026,10.83491,Fossil fuels,,
ENIPOWER FERRERA ERBOGNONE,,,,FERRERA ERBOGNONE,IT,950.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03FERRD,45.09963,8.86632,Fossil fuels,,
GARGNANO,,,,GARGNANO,IT,137.2,Hydro,,,,,,,Terna,26WIMPI-S03GRGNY,45.703881,10.686097,Renewable energy,Hydro,
LANZADA,,,,LANZADA,IT,188.0,Hydro,,,,,,,Terna,26WIMPI-S03LNZDP,46.268585,9.877013,Renewable energy,Hydro,
OSTIGLIA,,,,OSTIGLIA,IT,1155.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03OSTG2,45.06032,11.13742,Fossil fuels,,
RONCOVALGRANDE,,,,MACCAGNO CON PINO E VEDDASCA,IT,1000.0,Hydro,,,,,,,Terna,26WIMPI-S03RNCVS,46.067588,8.731877,Renewable energy,Hydro,
S.FIORANO,,,,SELLERO,IT,544.0,Hydro,,,,,,,Terna,26WIMPI-S03SFRNQ,46.049856,10.351457,Renewable energy,Hydro,
SONDRIO,,,,SONDRIO,IT,144.0,Hydro,,,,,,,Terna,26WIMPI-S03SNDOY,46.286138,10.265884,Renewable energy,Hydro,
SERMIDE,,,,SERMIDE,IT,1102.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03SRMDD,45.02539,11.25398,Fossil fuels,,
SESTO SAN GIOVANNI,,,,SESTO SAN GIOVANNI,IT,110.6,Fossil fuels,,,,,,,Terna,26WIMPI-S03SSSN8,45.54244,9.25239,Fossil fuels,,
TURBIGO,,,,MILANO,IT,1079.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03TRBGZ,45.52051,8.74128,Fossil fuels,,
TAVAZZANO,,,,MONTANASO LOMBARDO,IT,1450.0,Fossil fuels,,,,,,,Terna,26WIMPI-S03TVZZK,45.33248,9.43621,Fossil fuels,,
VOGHERA,,,,VOGHERA,IT,380.5,Fossil fuels,,,,,,,Terna,26WIMPI-S03VEGHN,45.02959,8.97244,Fossil fuels,,
MESE,,,,MESE,IT,164.34,Hydro,,,,,,,Terna,26WIMPI-S03XMCMK,46.304613,9.376503,Renewable energy,Hydro,
CIMEGO,,,,CIMEGO,IT,229.9,Hydro,,,,,,,Terna,26WIMPI-S04CMGI4,45.923109,10.628414,Renewable energy,Hydro,
CARDANO,,,,CORNEDO ALL'ISARCO,IT,121.0,Hydro,,,,,,,Terna,26WIMPI-S04CRDA9,46.494973,11.395485,Renewable energy,Hydro,
SELED GLORENZA,,,,MALLES VENOSTA,IT,101.6,Hydro,,,,,,,Terna,26WIMPI-S04GLRNJ,,,Renewable energy,Hydro,
LANA,,,,LANA,IT,120.0,Hydro,,,,,,,Terna,26WIMPI-S04LNAAQ,,,Renewable energy,Hydro,
CENTRALE NATURNO,,,,NATURNO,IT,175.0,Hydro,,,,,,,Terna,26WIMPI-S04NATRE,46.651148,10.993403,Renewable energy,Hydro,
RIVA DEL GARDA - NUOVO,,,,RIVA DEL GARDA,IT,117.0,Hydro,,,,,,,Terna,26WIMPI-S04RDGLX,45.883103,10.837735,Renewable energy,Hydro,
S.FLORIANO,,,,EGNA,IT,180.0,Hydro,,,,,,,Terna,26WIMPI-S04SFLVM,46.290466,11.245401,Renewable energy,Hydro,
TORBOLE,,,,NAGO-TORBOLE,IT,110.0,Hydro,,,,,,,Terna,26WIMPI-S04TRBLJ,45.882608,10.882742,Renewable energy,Hydro,
AZOTATI,,,,VENEZIA,IT,236.0,Fossil fuels,,,,,,,Terna,26WIMPI-S05AZTT6,45.44611,12.25556,Fossil fuels,,
PORTO VIRO,,,,PORTO VIRO,IT,134.4,Fossil fuels,,,,,,,Terna,26WIMPI-S05CNTRB,45.01856,12.24091,Fossil fuels,,
FADALTO,,,,VITTORIO VENETO,IT,210.0,Hydro,,,,,,,Terna,26WIMPI-S05FDLTJ,46.028439,12.300677,Renewable energy,Hydro,
FUSINA T.,,,,VENEZIA,IT,871.0,Fossil fuels,,,,,,,Terna,26WIMPI-S05FTSNK,45.43175,12.24662,Fossil fuels,,
LEVANTE,,,,VENEZIA,IT,752.5,Fossil fuels,,,,,,,Terna,26WIMPI-S05PMAR7,45.45062,12.23063,Fossil fuels,,
PORTO TOLLE,,,,PORTO TOLLE,IT,2140.0,Fossil fuels,,,,,,,Terna,,44.95602,12.48655,Fossil fuels,,
SOVERZENE,,,,SOVERZENE,IT,213.5,Hydro,,,,,,,Terna,26WIMPI-S05SVRZ0,46.201029,12.302334,Renewable energy,Hydro,
CET SERVOLA,,,,TRIESTE,IT,170.0,Fossil fuels,,,,,,,Terna,26WIMPI-S06ECLTM,45.61949,13.78295,Fossil fuels,,
MONFALCONE,,,,MONFALCONE,IT,315.0,Fossil fuels,,,,,,,Terna,26WIMPI-S06MTNFA,45.79701,13.54719,Fossil fuels,,
TORVISCOSA,,,,TORVISCOSA,IT,809.0,Fossil fuels,,,,,,,Terna,26WIMPI-S06TRVC2,45.81709,13.28915,Fossil fuels,,
GENOVA T.,,,,GENOVA,IT,144.0,Fossil fuels,,,,,,,Terna,26WIMPI-S07GTNV2,44.40318,8.90404,Fossil fuels,,
SPEZIA CENTR,,,,LA SPEZIA,IT,1169.3,Fossil fuels,,,,,,,Terna,26WIMPI-S07SCPZX,44.11169,9.87528,Fossil fuels,,
VADO TERM.,,,,QUILIANO,IT,1352.5,Fossil fuels,,,,,,,Terna,26WIMPI-S07VTDR2,44.27534,8.43068,Fossil fuels,,
BARGI CENTRALE,,,,CAMUGNANO,IT,281.0,Hydro,,,,,,,Terna,26WIMPI-S08BCRGX,44.117039,11.04338,Renewable energy,Hydro,
CENTRO ENERGIA FERRARA,,,,FERRARA,IT,136.0,Fossil fuels,,,,,,,Terna,,44.86062,11.58636,Fossil fuels,,
S.E.F. SRL,,,,FERRARA,IT,700.0,Fossil fuels,,,,,,,Terna,26WIMPI-S08EFNP0,44.86406,11.59439,Fossil fuels,,
ENIPOWER RAVENNA,,,,RAVENNA,IT,993.8,Fossil fuels,,,,,,,Terna,26WIMPI-S08ERNPQ,44.44878,12.23792,Fossil fuels,,
SAN  QUIRICO,,,,PARMA,IT,137.0,Fossil fuels,,,,,,,Terna,26WIMPI-S08ESDS9,44.92466,10.30298,Fossil fuels,,
LA CASELLA C.LE,,,,CASTEL SAN GIOVANNI,IT,1465.85,Fossil fuels,,,,,,,Terna,26WIMPI-S08LCCS4,45.09059,9.48009,Fossil fuels,,
PORTO CORSINI,,,,RAVENNA,IT,741.2,Fossil fuels,,,,,,,Terna,26WIMPI-S08PCRTB,44.48365,12.26438,Fossil fuels,,
PIACENZA,,,,PIACENZA,IT,806.0,Fossil fuels,,,,,,,Terna,26WIMPI-S08PLCNW,45.05508,9.70924,Fossil fuels,,
SARMATO,,,,SARMATO,IT,180.0,Fossil fuels,,,,,,,Terna,26WIMPI-S08SERM2,45.05207,9.50625,Fossil fuels,,
ENIPOWER LIVORNO,,,,COLLESALVETTI,IT,203.3,Fossil fuels,,,,,,,Terna,26WIMPI-S09AGPP4,,,Fossil fuels,,
PORCARI,,,,PORCARI,IT,102.0,Fossil fuels,,,,,,,Terna,26WIMPI-S09CPLR3,43.82342,10.60201,Fossil fuels,,
ISE PIOMBINO CET3,,,,PIOMBINO,IT,181.0,Fossil fuels,,,,,,,Terna,26WIMPI-S09IPYPC,42.94063,10.54524,Fossil fuels,,
LIVORNO MARZOCCO,,,,LIVORNO,IT,252.0,Fossil fuels,,,,,,,Terna,,43.56697,10.31049,Fossil fuels,,
PIOMBINO TERMICA,,,,PIOMBINO,IT,1202.0,Fossil fuels,,,,,,,Terna,,42.95766,10.60334,Fossil fuels,,
ROSELECTRA,,,,ROSIGNANO MARITTIMO,IT,380.0,Fossil fuels,,,,,,,Terna,26WIMPI-S09RSLCK,43.38459,10.44666,Fossil fuels,,
ROSEN,,,,ROSIGNANO MARITTIMO,IT,400.0,Fossil fuels,,,,,,,Terna,26WIMPI-S09RSNOR,43.38134,10.44855,Fossil fuels,,
S.BARBARA,,,,CAVRIGLIA,IT,391.1,Fossil fuels,,,,,,,Terna,26WIMPI-S09SBRBU,43.56419,11.47714,Fossil fuels,,
BASTARDO,,,,GUALDO CATTANEO,IT,130.0,Fossil fuels,,,,,,,Terna,26WIMPI-S10BSTRJ,42.89659,12.53886,Fossil fuels,,
GALLETO,,,,TERNI,IT,166.0,Hydro,,,,,,,Terna,26WIMPI-S10GLLT5,,,Renewable energy,Hydro,
PIETRAFITTA,,,,PIEGARO,IT,364.8,Fossil fuels,,,,,,,Terna,26WIMPI-S10PTRFC,42.99637,12.20013,Fossil fuels,,
API ENERGIA IGCC,,,,FALCONARA MARITTIMA,IT,240.0,Fossil fuels,,,,,,,Terna,26WIMPI-S11ACPNS,43.64113,13.37936,Fossil fuels,,
JESI,,,,JESI,IT,140.0,Fossil fuels,,,,,,,Terna,26WIMZI-S11JSEI0,43.55335,13.28534,Fossil fuels,,
TOR DI VALLE,,,,ROMA,IT,131.1,Fossil fuels,,,,,,,Terna,26WIMPI-S12ATCRM,41.81029,12.42105,Fossil fuels,,
MONTALTO C.LE,,,,MONTALTO DI CASTRO,IT,3446.0,Fossil fuels,,,,,,,Terna,26WIMPI-S12MCNTU,42.35689,11.53331,Fossil fuels,,
TORREVAL.NORD,,,,CIVITAVECCHIA,IT,1845.0,Fossil fuels,,,,,,,Terna,26WIMPI-S12TRRLD,42.12831,11.75667,Fossil fuels,,
TORREVALDALIGA,,,,CIVITAVECCHIA,IT,1488.0,Fossil fuels,,,,,,,Terna,26WIMPI-S12TRRVU,42.12326,11.76448,Fossil fuels,,
BUSSI,,,,BUSSI SUL TIRINO,IT,122.0,Fossil fuels,,,,,,,Terna,26WIMPI-S13BSSUZ,42.20013,13.83976,Fossil fuels,,
GISSI,,,,GISSI,IT,840.0,Fossil fuels,,,,,,,Terna,26WIMPI-S13CDGNT,42.04995,14.56371,Fossil fuels,,
CTE TAMARETE,,,,ORTONA,IT,115.3,Fossil fuels,,,,,,,Terna,26WIMPI-S13CTTM2,42.32325,14.37755,Fossil fuels,,
MONTORIO,,,,TERAMO,IT,110.0,Hydro,,,,,,,Terna,26WIMPI-S13MNTR3,,,Renewable energy,Hydro,
PROVVIDENZA,,,,L'AQUILA,IT,139.0,Hydro,,,,,,,Terna,26WIMPI-S13PRVVW,42.511133,13.410606,Renewable energy,Hydro,
S.GIACOMO,,,,FANO ADRIANO,IT,490.0,Hydro,,,,,,,Terna,26WIMPI-S13S2GCF,42.53754,13.555651,Renewable energy,Hydro,
CELANO,,,,CELANO,IT,175.0,Fossil fuels,,,,,,,Terna,26WIMPI-S13SCNDQ,42.04813,13.53618,Fossil fuels,,
LARINO TG,,,,URURI,IT,248.0,Fossil fuels,,,,,,,Terna,26WIMPI-S14LTRNT,41.81949,14.96602,Fossil fuels,,
ENERGIA MOLISE,,,,TERMOLI,IT,769.0,Fossil fuels,,,,,,,Terna,26WIMPI-S14TERME,41.93709,15.00047,Fossil fuels,,
CAPRIATI,,,,CAPRIATI A VOLTURNO,IT,113.0,Hydro,,,,,,,Terna,26WIMPI-S15CPRTZ,41.476824,14.128279,Renewable energy,Hydro,
MADDALONI T.GAS,,,,MADDALONI,IT,350.0,Fossil fuels,,,,,,,Terna,26WIMPI-S15MTDD6,41.01984,14.37033,Fossil fuels,,
NAPOLI L,,,,NAPOLI,IT,400.0,Fossil fuels,,,,,,,Terna,26WIMPI-S15NLPLI,40.83397,14.30076,Fossil fuels,,
PRESENZANO,,,,PRESENZANO,IT,1005.0,Hydro,,,,,,,Terna,26WIMPI-S15PRSN8,41.380906,14.09146,Renewable energy,Hydro,
SPARANISE ,,,,SPARANISE,IT,768.4,Fossil fuels,,,,,,,Terna,26WIMPI-S15SCPRH,41.17767,14.11289,Fossil fuels,,
POMIGLIANO D'ARCO,,,,POMIGLIANO D'ARCO,IT,105.0,Fossil fuels,,,,,,,Terna,26WIMPI-S15SGTL1,40.93194,14.38492,Fossil fuels,,
