None,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lon,lon,lon,lon,File,File,File,File,projectID,projectID,projectID,projectID
59,Heyden,Heyden,Heyden,Heyden,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Germany,Germany,Germany,Germany,911.0,875.0,875.0,875.0,,,,1987.0,52.38279238,,52.3819,52.38279238,8.996004114,,8.998333,8.996004114,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[17614],11WD2HEKW000297X,G68,[BNA0793]
60,Ibbenburen,Ibbenbüren,Ibbenburen,Ibbenbüren,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Germany,Germany,Germany,Germany,808.0,792.0,838.0,794.0,,,,1985.0,52.28881179,,52.2865,52.28881179,7.747906179,,7.7464,7.747906179,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19019],11WD7IBBE2S--KW6,G82,[BNA0493]
61,Ingolstadt,Ingolstadt,Ingolstadt,Ingolstadt,Oil,Oil,Oil,Oil,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Germany,Germany,Germany,Germany,800.0,772.0,840.0,772.0,,,,1973.0,48.76084294,,48.7614,48.761412,11.50299502,,11.5032,11.503001,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19389],11WD2INGO0001783,G647,"[BNA0378, BNA0379]"
62,Irsching,Irsching,Irsching,Irsching,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,"Steam Turbine, CCGT",PP,,PP,PP,Germany,Germany,Germany,Germany,1615.0,1811.0,850.0,960.0,,,,1974.0,48.766851675,,48.7677,48.76702,11.59796405,,11.5854,11.580033,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[65986, 19580]",11WD2IRSC000179N,G328,"[BNA0993, BNA0995]"
63,Janschwalde,Jänschwalde,Janschwalde,Jänschwalde,Hard Coal,Lignite,Lignite,Lignite,,,Steam Turbine,Steam Turbine,CHP,,PP,PP,Germany,,Germany,Germany,3000.0,3000.0,3000.0,2790.0,,,,1981.0,51.8347222222,,51.8347,51.83444099,14.4602777778,,14.4603,14.45903778,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20075],11WD8JAEN1L----Z,G59,"[BNA0785, BNA0786, BNA0790, BNA0787, BNA0788, BNA0789]"
64,Jaworzno,Jaworzno,Jaworzno,Jaworzno,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,CHP,,CHP,PP,Poland,Poland,Poland,Poland,1545.0,1345.0,1345.0,1345.0,,,,,50.21,,50.207,50.21356,19.2193055,,19.203,19.2287,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,"[20139, 20140]",19W0000000000636,G149,"[OEU269, OEU267, OEU264, OEU265, OEU266, OEU268]"
65,Kembs,Kembs,Kembs,Kembs,Hydro,Hydro,Hydro,Hydro,,Run-of-river,Run-Of-River,Run-Of-River,PP,PP,PP,PP,France,France,France,France,154.15,153.7,156.0,153.7,,,,,47.689483,,47.655,47.65534,7.503234,,7.52,7.51959,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[21753],17W100P100P0307J,G898,[OEU142]
66,Klingenberg,Hkw klingenberg,Klingenberg,Klingenberg,Hard Coal,Lignite,Lignite,Lignite,,,Steam Turbine,Steam Turbine,CHP,CHP,CHP,CHP,Germany,,Germany,Germany,180.0,164.0,188.0,164.0,,,,1981.0,52.49003031,,52.4889,52.48891639,13.49598008,,13.4968,13.49696159,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22458],11WD8KLIN5X----0,G57,[BNA0081]
67,Knapsack chemiepark,Knapsack,Knapsack,Knapsack,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,CCGT,PP,,PP,PP,Germany,Germany,Germany,Germany,800.0,784.0,800.0,1230.0,,,,2006.0,50.85911832,,50.8593,50.861708,6.840717206,,6.841,6.842353,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22511],11WD7KWKN----KW1,G342,"[BNA0548a, BNA0548b]"
68,Koepchenwerk,Koepchenwerk,Koepchenwerk herdecke,Koepchenwerk,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,PP,PP,Germany,Germany,Germany,Germany,150.0,153.0,154.0,153.0,,,,1989.0,51.5166667,,51.4102,51.41048,7.45,,7.4526,7.45314,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22597],11WD7KOEP2P--KWG,G960,[BNA0443]
69,Kozienice,Kozienice,Kozienice,Kozienice,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,PP,,PP,PP,Poland,Poland,Poland,Poland,2840.0,1799.0,2880.0,2925.0,,,,,51.664722,,51.666,51.66456,21.466666,,21.464,21.463788,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[22994],19W000000000095U,G140,"[OEU274, OEU271, OEU272, OEU280, OEU279, OEU273, OEU275, OEU276, OEU277, OEU278]"
70,Lagisza,Łagisza,Lagisza,Łagisza,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,PP,,CHP,PP,Poland,Poland,Poland,Poland,1060.0,820.0,840.0,820.0,,,,,50.3260666427,,50.349,50.34965,19.1256523132,,19.142,19.14101,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[24056],19W000000000111L,G146,"[OEU284, OEU283, OEU282, OEU281]"
71,Laziska,Łaziska,Laziska polan,Łaziska,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,PP,,CHP,PP,Poland,Poland,Poland,Poland,1155.0,905.0,1155.0,1155.0,,,,,50.133694,,50.133,50.13236,18.846472,,18.846,18.84039,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[24720],19W0000000001195,G148,"[OEU285, OEU289, OEU290, OEU287, OEU286, OEU288]"
72,Leibstadt,Kkl kernkw leibstadt ag,Leibstadt,Leibstadt,Nuclear,Nuclear,Nuclear,Nuclear,,,,Steam Turbine,PP,PP,PP,PP,Switzerland,Switzerland,Switzerland,Switzerland,1220.0,1245.0,1220.0,1245.0,,,,1984.0,47.6030555556,,47.6011860714,47.60109,8.1847222222,,8.18447113037,8.18259,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,Schweizerische Eidgenossenschaft,[24868],12W-0000000052-D,G1303,[OEU1037]
73,Lichterfelde,Hkw lichterfelde,Berlin lichterfelde plantgermany,Lichterfelde,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Steam Turbine,Steam Turbine,CHP,CHP,CHP,CHP,Germany,,Germany,Germany,450.0,288.0,450.0,432.0,,,,1972.0,52.5243681651,,52.4247,52.42520804,13.4105300903,,13.3102,13.30976486,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25178],11WD8LICH5G----1,G335,"[BNA0076, BNA0075, BNA0080]"
74,Lippendorf,Lippendorf,Lippendorf,Braunkohlekraftwerk lippendorf,Hard Coal,Lignite,Lignite,Lignite,,,Steam Turbine,Steam Turbine,CHP,,PP,PP,Germany,Germany,Germany,Germany,1866.0,1782.0,1866.0,1750.0,,,,1999.0,51.18323022,,51.1822,51.182122,12.37172834,,12.3733,12.373287,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25377],11WD8LIPD1L----P,G92,"[BNA0116, BNA0115]"
75,Ludwigshafen mitte,Gud ludwigshafen mitte,Ludwigshafen mitte,Mitte,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,"OCGT, CCGT",PP,,CHP,"PP, IPP",Germany,,Germany,Germany,440.0,412.0,390.0,533.0,,,,1992.0,49.4811111,,49.4988,49.51384,8.4352778,,8.4341,8.431533,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26121],11WD7LUDW2GA800M,G347,"[BNA0614a, BNA0614b]"
76,Lunen,Lünen,Lünen trianel,Lünen,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,PP,,PP,"PP, CHP",Germany,,Germany,Germany,500.0,750.0,750.0,1219.0,,,,1962.0,51.6166667,,51.61412,51.61349328,7.5166667,,7.46155,7.47594264933,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26211],11WD7KWHU----KW9,G88,"[BNA0618, BNA0619, BNA1508]"
77,Maasvlakte,Maasvlakte,Maasvlakte,Maasvlakte mv,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Netherlands,Netherlands,Netherlands,Netherlands,1040.0,1070.0,1080.0,2178.0,,,,,51.95944,,51.9588,51.96262,4.02041,,4.026,4.02152,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,Tennet_Q12015,[26387],49W000000000102B,G127,"[OEU21, OEU20, OEU22]"
78,Mainz,Mainz wiesbaden,Mainz wiesbaden,Mainz,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,CCGT,CHP,,CHP,PP,Germany,Germany,Germany,Germany,776.0,785.0,755.0,769.2,,,,1977.0,50.02687764,,50.0264,50.025813,8.237530529,,8.2373,8.2404275,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26667],11WD7BISC5GKW23O,G348,"[BNA0626, BNA0627]"
79,Malgovert,Malgovert,Brevieres malgovert,Malgovert,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,PP,France,France,France,France,297.0,297.0,396.0,297.0,,,,,45.6745226195,,45.618,45.61787,6.39060974121,,6.79,6.79074,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[26808],17W100P100P02853,G944,[OEU162]
80,Marckolsheim,Marckolsheim,Marckolsheim,Marckolsheim,Hydro,Hydro,Hydro,Hydro,,Run-of-river,Run-Of-River,Run-Of-River,PP,PP,PP,PP,France,France,France,France,156.0,156.2,156.0,156.2,,,,,48.1647114773,,48.154,48.15371,7.54400253296,,7.589,7.5898,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[27178],17W100P100P0305N,G862,[OEU143]
81,Mareges,Mareges,Mareges,Mareges,Hydro,Hydro,Hydro,Hydro,,Run-of-river,Reservoir,Run-Of-River,PP,PP,PP,PP,France,France,France,France,146.0,150.0,301.8,150.0,,,,1935.0,45.4,,45.392,45.39171,2.35,,2.364,2.36446,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[27194],17W100P100P0328B,G872,[OEU144]
82,Markersbach,Psw markersbach,Markersbach,Markersbach,Hydro,Hydro,Hydro,Hydro,,,,Pumped Storage,PP,PP,PP,PP,Germany,Germany,Germany,Germany,1050.0,870.0,1045.0,1045.2,,,,1980.0,50.5333333,,51.10454,50.51938,12.8666667,,13.20174,12.87976,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27280],11WD8MARK1H----7,G962,"[BNA0657, BNA0656, BNA0655, BNA0654, BNA0653, BNA0652]"
83,Mehrum,Mehrum kwm,Mehrum,Kwm,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Germany,,Germany,Germany,752.0,690.0,750.0,690.0,,,,1979.0,52.3150224,,52.315,52.3150224,10.09141738,,10.093,10.09141738,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[27905],11WD2MEHR2CSWH-O,G64,[BNA0464]
84,Monteynard,Monteynard,Monteyard avigonnet,Monteynard,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,PP,France,France,France,France,364.0,366.0,360.0,366.0,,,,,45.198576,,44.961,44.96118,4.530908,,5.689,5.68874,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[29247],17W100P100P02861,G920,[OEU163]
85,Montezic,Montezic,Montezic pump,Montezic,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,PP,PP,France,France,France,France,912.0,910.0,910.0,910.0,,,,,44.709535,,44.734,44.73766,2.639448,,2.641,2.64342,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[29248],17W100P100P02772,G860,[OEU126]
86,Muehleberg,Kkw mühleberg kkm,Muehlberg,Mühleberg,Nuclear,Nuclear,Nuclear,Nuclear,,,,Steam Turbine,PP,PP,PP,PP,Switzerland,Switzerland,Switzerland,Switzerland,372.0,380.0,372.0,390.0,,,,1972.0,46.9688888889,,46.969,45.96917,7.2680555556,,7.268,7.26961,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,Schweizerische Eidgenossenschaft,[29733],12W-0000000057-Z,G1304,[OEU1033]
87,Niederaussem,Niederaußem,Niederaussem,Niederaußem,Hard Coal,Lignite,Lignite,Lignite,,,Steam Turbine,Steam Turbine,PP,,PP,PP,Germany,Germany,Germany,Germany,3826.0,3366.0,3400.0,3680.0,,,,1963.0,50.9955555556,,50.9921,50.995692,6.6691666667,,6.6666,6.669039,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[31142],11WD7NIED-B-KW-5,G76,"[BNA0706, BNA0707, BNA0713, BNA0710, BNA0712, BNA0708, BNA0709, BNA0705, BNA0711]"
88,Nogent,Nogent,Nogent,Nogent,Nuclear,Nuclear,Nuclear,Nuclear,,,,Steam Turbine,PP,PP,PP,PP,France,France,France,France,2726.0,1310.0,2726.0,2620.0,,,,,48.5152777778,,48.5170848669,48.5153,3.5177777778,,3.51809949311,3.51776,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[31426],17W100P100P0220V,G1269,"[OEU222, OEU221]"
89,Nossener bruecke,Gthkw nossener bruecke,Nossener brücke,Dresden nossener brücke,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,CCGT,PP,CHP,CHP,CHP,Germany,,Germany,Germany,268.0,270.0,270.0,263.0,,,,1995.0,51.050891081,,51.04206,51.042119,13.7383174896,,13.7086,13.708597,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[31724],11WD8DRES5X---PZ,G349,[BNA0207]
90,Opole,Opole,Opole,Opole,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,PP,,PP,PP,Poland,Poland,Poland,Poland,1490.0,1532.0,1532.0,1532.0,,,,,50.751825,,50.751,50.75066,17.881965,,17.8825,17.88729,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[32668],19W0000000001292,G143,"[OEU294, OEU291, OEU292, OEU293]"
91,Oraison,Oraison,Oraison,Oraison,Hydro,Hydro,Hydro,Hydro,,,Run-Of-River,Reservoir,PP,PP,PP,PP,France,France,France,France,192.5,187.0,195.0,187.0,,,,,43.9666667,,43.921,43.92101,5.7833333,,5.925,5.92438,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[32690],17W100P100P0288Y,G831,[OEU165]
92,Ostroleka,Ostrołęka,Ostroleka,Ostrołęka,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,CHP,,PP,PP,Poland,Poland,Poland,Poland,740.4,647.0,647.0,677.0,,,,,53.104444,,53.099,53.10462,21.612028,,21.599,21.61312,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[33009],19W0000000001349,G141,"[OEU297, OEU296, OEU295]"
93,Ottmarsheim,Ottmarsheim,Ottmarsheim,Ottmarsheim,Hydro,Hydro,Hydro,Hydro,,Run-of-river,Run-Of-River,Run-Of-River,PP,PP,PP,PP,France,France,France,France,156.0,156.0,156.0,156.0,,,,,47.786551,,47.774,47.77399,7.509352,,7.523,7.52246,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[33091],17W100P100P0306L,G897,[OEU146]
94,Patnow,Pątnów,Patnow,Pątnów,Hard Coal,Lignite,Lignite,Lignite,,,Steam Turbine,,PP,,PP,PP,Poland,Poland,Poland,Poland,1669.0,1222.0,464.0,1708.0,,,,,52.305487,,52.302,52.3024,18.231726,,18.237,18.23807,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[33864],19W000000000142A,G161,"[OEU300, OEU304, OEU303, OEU302, OEU301, OEU298, OEU299]"
95,Penly,Penly,Penly,Penly,Nuclear,Nuclear,Nuclear,Nuclear,,,,Steam Turbine,PP,PP,PP,PP,France,France,France,France,2764.0,1330.0,2764.0,2660.0,,,,,49.9766666667,,49.9764408618,49.97599,1.2119444444,,1.21073798197,1.21025,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[34150],17W100P100P0225L,G1281,"[OEU228, OEU227]"
96,Pied borne,Pied borne,Pied borne,Pied borne,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,PP,France,France,France,France,110.0,109.4,110.0,109.4,,,,,44.4756859841,,44.479,44.47198,3.98434638977,,3.986,3.98867,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[34551],17W100P100P0289W,G934,[OEU166]
97,Polaniec,Połaniec,Polaniec,Połaniec,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,CHP,,PP,PP,Poland,Poland,Poland,Poland,1800.0,1657.0,1800.0,1657.0,,,,,50.438088,,50.437,50.43534,21.336805,,21.337,21.33674,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[35099],19W0000000001519,G158,"[OEU312, OEU306, OEU307, OEU308, OEU309, OEU310, OEU311]"
98,Porabka zar,Porąbka żar,Porabka zar,Porąbka żar,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,PP,PP,Poland,Poland,Poland,Poland,512.45,540.0,500.0,540.0,,,,,49.8171638891,,49.7809,49.77957,19.2183494568,,19.21148,19.212,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,"[35310, 35311]",19W000000000247X,G1019,"[OEU314, OEU315, OEU316, OEU313]"
99,Pouget,Pouget,Pouget le,Pouget,Hydro,Hydro,Hydro,Hydro,,,Reservoir,Reservoir,PP,PP,PP,PP,France,France,France,France,416.1,446.9,572.5,446.9,,,,,44.049404,,44.06,43.65604,2.755276,,2.769,3.40178,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,"[35556, 24759]",17W100P100P0290A,G851,[OEU167]
100,Pragneres,Pragneres,Pragneres,Pragneres,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Reservoir,PP,PP,PP,PP,France,France,France,France,194.3,189.2,292.0,189.2,,,,,42.787162,,42.821,42.8211,0.018884,,0.01,0.01033,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[35658],17W100P100P02918,G913,[OEU168]
101,Reuter west,Hkw reuter west,Reuter west,Reuter west,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,CHP,CHP,CHP,CHP,Germany,Germany,Germany,Germany,600.0,564.0,600.0,688.0,,,,1969.0,52.53525965,,52.535,52.53410728,13.24373542,,13.2427,13.2437875067,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[37138],11WD8REUW1C----4,G58,"[BNA0082, BNA0086, BNA0087]"
102,Revin,Revin,Revin pump,Revin,Hydro,Hydro,Hydro,Hydro,,,Pumped Storage,Pumped Storage,PP,PP,PP,PP,France,France,France,France,802.0,808.0,800.0,808.0,,,,,49.9403942274,,49.92537,49.92556,4.63502883911,,4.614,4.61331,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[37152],17W100P100P02780,G843,[OEU127]
103,Rhinau,Rhinau,Rhinau,Rhinau,Hydro,Hydro,Hydro,Hydro,,Run-of-river,Run-Of-River,Run-Of-River,PP,PP,PP,PP,France,France,France,France,160.8,167.8,152.0,167.8,,,,,48.2905032171,,48.284,48.28412,7.66450881958,,7.678,7.67728,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,RTE,[37190],17W100P100P0304P,G863,[OEU149]
104,Rijnmond energie,Rijnmond,Rijnmond netherland,Rijnmond,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,CCGT,,CHP,,PP,PP,Netherlands,Netherlands,Netherlands,Netherlands,780.0,840.0,790.0,1265.83333333,,,,,51.89759,,51.8902,51.89326,4.2766,,4.3552,4.34721,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,Tennet_Q42015,[37336],49W000000000056T,G487,"[OEU69, OEU68]"
105,Roca rotterdam,Roca,Roca,Roca roca,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,CHP,,CHP,PP,Netherlands,Netherlands,Netherlands,Netherlands,271.4,220.0,218.0,218.0,,,,,51.9225,,51.9536,51.95366,4.479167,,4.5614,4.56155,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,Tennet_Q22015,[37688],49W0000000001047,G493,[OEU24]
106,Rostock,Kraftwerk rostock,Rostock,Kng rostock,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,Steam Turbine,CHP,,CHP,PP,Germany,Germany,Germany,Germany,550.0,514.0,553.0,514.0,,,,1994.0,54.14282177,,54.1414,54.14282177,12.13287489,,12.1319,12.13287489,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[38027],11WD8ROST1C---P5,G65,[BNA0849]
107,Rybnik,Rybnik,Rybnik,Rybnik,Hard Coal,Coal,Hard Coal,Hard Coal,,,Steam Turbine,,CHP,,PP,PP,Poland,Poland,Poland,Poland,1720.0,1775.0,1775.0,1780.0,,,,,50.13333,,50.135,50.1317,18.52361,,18.5223,18.52045,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,GPI,[38356],19W0000000001713,G154,"[OEU323, OEU322, OEU324, OEU319, OEU321, OEU320, OEU318, OEU317]"
