None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Classification,Classification,Classification,Classification,Classification,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File
1675,Tablado,,,,Tablado,Wind,,,,Wind,,,,,,Spain,,,,Spain,19.8,,,,19.8,41.71749,,,,,-1.810919,,,,,,,,,Spain Power Plants Over 10 MW.csv
1676,Tardienta,,,,Tardienta,Wind,,,,Wind,,,,,,Spain,,,,Spain,93.7,,,,93.7,41.977809,,,,,-0.537315,,,,,,,,,Spain Power Plants Over 10 MW.csv
1677,Urkilla,,,,Elgea urkilla,Wind,,,,Wind,,,,,,Spain,,,,Spain,32.3,,,,59.27,43.1,,,,,-2.6333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1678,Oiz bizkaia,,,,Oiz,Wind,,,,Wind,,,,,,Spain,,,,Spain,25.5,,,,25.5,43.1666667,,,,,-2.5666667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1679,Ampliacion yerga,,,,Yerga,Wind,,,,Wind,,,,,,Spain,,,,Spain,73.72,,,,55.02,42.180324,,,,,-1.750164,,,,,,,,,Spain Power Plants Over 10 MW.csv
1680,Nuce,,,,Cte nuce nord,Natural Gas,,,,Natural Gas,,,,,,Italy,,,,Italy,514.0,,,,480.0,37.157247,,,,37.0646139,15.180194,,,,15.2907196,,,,,Italy Power Plant.csv
1681,Stendal,,,,Zellstoff stendal gmbh,Waste,,,,Waste,,,,,,Germany,,,,Germany,100.0,,,,138.9,52.6756535072,,,,52.674454,12.0051383972,,,,12.0035022,,,,,Germany Power Plants (conventional).csv
1682,Gottingen,,,,Göttingen,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,4.3,,,,18.8,51.5333333,,,,51.5327604,9.9333333,,,,9.9352051,,,,,Germany Power Plants (conventional).csv
1683,Ramfoss,,,,Ramfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,30.9,,,,39.0,59.9333333,,,,,10.0,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1684,Humboldtstrasse,,,,Humboldtstr.,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,19.8,,,,31.0,54.3213292611,,,,54.3216753,10.1348876953,,,,10.1371858,,,,,Germany Power Plants (conventional).csv
1685,Hafen munster,,,,Hafen,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,100.0,,,,100.2,51.95022224,,,,51.9501317,7.640530134,,,,7.6133016503,,,,,Germany Power Plants (conventional).csv
1686,Schwerin,,,,Schwerin süd,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,69.6,,,,44.9,53.6293711483,,,,53.6288297,11.4131641388,,,,11.4148038,,,,,Germany Power Plants (conventional).csv
1687,Lankow,,,,Schwerin lankow,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,23.9,,,,23.0,53.6293711483,,,,53.6288297,11.4131641388,,,,11.4148038,,,,,Germany Power Plants (conventional).csv
1688,Bhkw obere viehweide,,,,Bhkw obere viehweide,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,12.8,,,,13.4,48.5226589916,,,,48.5236164,9.05221939087,,,,9.0535531,,,,,Germany Power Plants (conventional).csv
1689,Bjolvo,,,,Bjolvo,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,153.2,,,,117.0,60.39299,,,,,5.32415,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1690,Gresslifoss,,,,Gresslifoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,20.0,,,,26.0,63.0833333,,,,,11.5,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1691,Nyhamna,,,,Rka nyhamna,Natural Gas,,,,Natural Gas,,,,,,Norway,,,,Norway,150.0,,,,253.0,62.85,,,,,6.9666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1692,Maxau,,,,Stora enso maxau,Waste,,,,Waste,,,,,,Germany,,,,Germany,89.1,,,,78.0,49.0047222,,,,49.0140679,8.3858333,,,,8.4044366,,,,,Germany Power Plants (conventional).csv
1693,Bjorndalselva,,,,Bjorndalselva,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,5.3,,,,6.0,61.5166667,,,,,6.25,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1694,Ovre svultingen,,,,Ovre svultingen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.5,,,,5.0,61.22036,,,,,6.07494,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1695,Hamm mva,,,,Mva hamm,Waste,,,,Waste,,,,,,Germany,,,,Germany,18.04,,,,14.6,51.6803258164,,,,51.6616271,7.82089233398,,,,7.8216831249,,,,,Germany Power Plants (conventional).csv
1696,Paks,,,,Paks,Nuclear,,,,Nuclear,,,,,,Hungary,,,,Hungary,2000.0,,,,2000.0,46.5725,,,,,18.8541666667,,,,,,,,,EU Nuclear Power.csv
1697,Rugenberger damm,,,,Mvr müllverwertung rugenberger damm gmbh & co. kg,Waste,,,,Waste,,,,,,Germany,,,,Germany,29.0,,,,24.0,53.55,,,,53.5503414,10.0,,,,10.000654,,,,,Germany Power Plants (conventional).csv
1698,Trea leuna,,,,Trea leuna,Waste,,,,Waste,,,,,,Germany,,,,Germany,33.55,,,,32.6,51.3166667,,,,51.3233638,12.0166667,,,,12.0195081,,,,,Germany Power Plants (conventional).csv
1699,Konigs wusterhausen mvv,,,,Bmkw königs wusterhausen,Waste,,,,Waste,,,,,,Germany,,,,Germany,20.0,,,,17.1,52.3014110574,,,,52.2994511,13.6330032349,,,,13.6244389,,,,,Germany Power Plants (conventional).csv
1700,Bmkw mannheim,,,,Bmkw mannheim,Waste,,,,Waste,,,,,,Germany,,,,Germany,20.0,,,,17.9,49.4883333,,,,49.489591,8.4647222,,,,8.467236,,,,,Germany Power Plants (conventional).csv
1701,Mhkw mannheim,,,,Mannheim,Waste,,,,Waste,,,,,,Germany,,,,Germany,62.4,,,,103.9,49.4883333,,,,49.489591,8.4647222,,,,8.467236,,,,,Germany Power Plants (conventional).csv
1702,Sandreuth,,,,Sandreuth,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,90.0,,,,150.0,49.447778,,,,49.4538723,11.068333,,,,11.0772978,,,,,Germany Power Plants (conventional).csv
1703,Bremen hafen,,,,Hafen,Waste,,,,Waste,,,,,,Germany,,,,Germany,33.0,,,,33.0,53.0751556794,,,,53.0758196,8.80777359009,,,,8.8071646,,,,,Germany Power Plants (conventional).csv
1704,Erfurt ost,,,,Erfurt ost,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,86.0,,,,109.1,51.01722702,,,,50.9777974,11.04015152,,,,11.0287364,,,,,Germany Power Plants (conventional).csv
1705,Tafjord,,,,Tafjord,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,235.35,,,,319.0,62.0833333,,,,,5.8333333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1706,Alburejos,,,,Alburejos,Wind,,,,Wind,,,,,,Spain,,,,Spain,10.0,,,,10.0,36.456948,,,,,-5.927173,,,,,,,,,Spain Power Plants Over 10 MW.csv
1707,Pico collalbas,,,,Pico collalbas,Wind,,,,Wind,,,,,,Spain,,,,Spain,30.0,,,,30.0,39.8666667,,,,,-1.6333333,,,,,,,,,Spain Power Plants Over 10 MW.csv
1708,Klarsee,,,,Bioenergie park klarsee,Waste,,,,Waste,,,,,,Germany,,,,Germany,20.0,,,,17.8,53.3,,,,53.3429873,14.25,,,,14.2641713,,,,,Germany Power Plants (conventional).csv
1709,Neubrandenburg gud,,,,Gud neubrandenburg,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,75.0,,,,75.0,53.56149285,,,,53.5574458,13.29587837,,,,13.2602781,,,,,Germany Power Plants (conventional).csv
1710,Mynydd clogau,,,,Mynydd clogau,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,14.45,,,,14.0,52.5166667,,,,52.2928116,-3.3,,,,-3.7389299,,,,,UK Power Plant.csv
1711,Ardrossan,,,,Ardrossan extension,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,30.0,,,,30.0,55.650181875,,,,56.7861112,-4.80659089542,,,,-4.1140517,,,,,UK Power Plant.csv
1712,Dalswinton,,,,Dalswinton,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,30.0,,,,30.0,55.1511265021,,,,56.7861112,-3.66944502582,,,,-4.1140517,,,,,UK Power Plant.csv
1713,Lauta,,,,Thermische abfallbehandlung lauta gmbh & co. ohg,Waste,,,,Waste,,,,,,Germany,,,,Germany,22.0,,,,15.7,51.4666667,,,,51.4550406,14.0666667,,,,14.0950367,,,,,Germany Power Plants (conventional).csv
1714,Smavatna,,,,Smavatna,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,19.6,,,,23.0,69.9333333,,,,,21.7166667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1715,Meraker,,,,Meraker,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,87.0,,,,108.0,63.41406,,,,,11.74298,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1716,Bogna,,,,Bogna,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,58.8,,,,60.0,64.3833333,,,,,11.4,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1717,Aunfoss,,,,Aunfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,28.0,,,,36.0,64.6166667,,,,,12.5666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1718,Lakshola,,,,Lakshola,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,32.0,,,,34.0,70.0086111,,,,,21.2544444,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1719,Vrangfoss,,,,Vrangfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,34.0,,,,42.0,59.3,,,,,9.2166667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1720,Svandalsflona,,,,Svandalsflona,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,19.5,,,,20.0,59.85,,,,,6.9833333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1721,Kvanndal,,,,Kvanndal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,45.0,,,,50.0,59.7333333,,,,,7.0333333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1722,Novle,,,,Novle,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,45.0,,,,50.0,59.8333333,,,,,6.9,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1723,Froystul,,,,Froystul,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,47.0,,,,50.0,59.55,,,,,9.25,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1724,Suldal,,,,Suldal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,310.0,,,,350.0,59.6333333,,,,,6.8,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1725,Nye tyin,,,,Tyin,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,360.0,,,,440.0,61.55,,,,,6.35,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1726,Eidsfoss telemark,,,,Eidsfoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,15.0,,,,18.0,59.3,,,,,9.2166667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1727,Moflat,,,,Moflat,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,29.0,,,,33.0,59.55,,,,,9.25,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1728,Roldal,,,,Roldal,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,160.0,,,,192.0,59.8166667,,,,,6.8,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1729,Vemork new,,,,Vemork,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,205.0,,,,224.0,59.55,,,,,9.25,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1730,Havoygavlen,,,,Havoygavlen,Wind,,,,Wind,,,,,,Norway,,,,Norway,40.0,,,,40.0,69.5833333,,,,,18.1291667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1731,Bodenaya,,,,Bodenaya,Wind,,,,Wind,,,,,,Spain,,,,Spain,18.0,,,,18.0,43.403945,,,,,-6.316441,,,,,,,,,Spain Power Plants Over 10 MW.csv
1732,Tineo,,,,Tineo,Wind,,,,Wind,,,,,,Spain,,,,Spain,44.0,,,,44.0,43.337651,,,,,-6.414516,,,,,,,,,Spain Power Plants Over 10 MW.csv
1733,Nufri,,,,Nufri,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,19.42,,,,10.0,41.6333333,,,,,0.9,,,,,,,,,Spain Power Plants Over 10 MW.csv
1734,Lysbotn,,,,Lysbotn,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,5.35,,,,6.0,69.3833333,,,,,17.8333333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1735,Bergsbotn,,,,Bergsbotn,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,8.0,,,,10.0,69.4333333,,,,,17.4666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1736,Dividalen,,,,Dividalen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,25.7,,,,30.0,68.9333333,,,,,19.5166667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1737,Lavkajakka,,,,Lavkajohka,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,8.5,,,,10.0,69.25,,,,,20.583333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1738,Soa,,,,Soa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,36.8,,,,45.0,63.29057,,,,,9.08909,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1739,Haen,,,,Haen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,25.7,,,,30.0,64.2666667,,,,,10.5833333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1740,Bessakerfjellet,,,,Bessakerfjellet,Wind,,,,Wind,,,,,,Norway,,,,Norway,57.5,,,,58.0,63.35,,,,,9.2666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1741,Tussa,,,,Tussa,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,60.0,,,,64.0,62.8666667,,,,,7.55,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1742,Karcherstrasse,,,,Karcherstr. coal,Coal,,,,Coal,,,,,,Germany,,,,Germany,10.36,,,,13.4,49.45,,,,49.4432174,7.75,,,,7.7689951,,,,,Germany Power Plants (conventional).csv
1743,Fulda ic,,,,Fulda,Oil,,,,Oil,,,,,,Germany,,,,Germany,16.67,,,,24.8,50.5516167249,,,,50.5521486,9.67517852783,,,,9.676511,,,,,Germany Power Plants (conventional).csv
1744,Eid,,,,Eid,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,10.0,,,,11.0,60.6166667,,,,,10.5,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1745,Skjak,,,,Skjak,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,33.0,,,,35.0,61.8666667,,,,,8.3666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1746,Savalen,,,,Savalen,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,57.0,,,,78.0,62.10766,,,,,10.63073,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1747,Faslefoss,,,,Faslefoss,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,17.8,,,,20.0,60.9666667,,,,,9.3,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1748,Framruste,,,,Framruste,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,76.0,,,,85.0,61.8666667,,,,,8.3666667,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1749,Oyberget,,,,Oyberget,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,98.0,,,,109.0,61.9166667,,,,,8.0833333,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1750,Einunna,,,,Einunna,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,9.6,,,,12.0,62.13246,,,,,9.9968,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1751,Kirkby moor,,,,Kirkby moor,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,4.8,,,,5.0,54.1959391133,,,,52.2370231,-3.0962562561,,,,-0.4686148,,,,,UK Power Plant.csv
1752,Neef,,,,Neef,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,16.0,,,,16.4,50.1,,,,50.0904648,7.1333333,,,,7.138448,,,,,Germany Power Plants (conventional).csv
1753,Eltmann,,,,Eltmann,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,53.8,,,,57.0,49.9666667,,,,49.9725016,10.6666667,,,,10.6662064,,,,,Germany Power Plants (conventional).csv
1754,Worth,,,,Wörth,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,61.65,,,,59.0,49.0580556,,,,49.0543232,8.2486111,,,,8.2667399,,,,,Germany Power Plants (conventional).csv
1755,Duren,,,,"Mt, düren",Other,,,,Natural Gas,,,,,,Germany,,,,Germany,10.29,,,,14.0,50.8,,,,50.8031684,6.4833333,,,,6.4820806,,,,,Germany Power Plants (conventional).csv
1756,Adrano,,,,Paxareiras adrano,Wind,,,,Wind,,,,,,Spain,,,,Spain,21.6,,,,21.6,42.823295044,,,,,-9.08912658691,,,,,,,,,Spain Power Plants Over 10 MW.csv
1757,Alentisque,,,,Alentisque,Wind,,,,Wind,,,,,,Spain,,,,Spain,51.15,,,,46.5,41.420588,,,,,-2.33189,,,,,,,,,Spain Power Plants Over 10 MW.csv
1758,Cantales,,,,Cantales,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.0,,,,23.54,41.633616,,,,,-1.274399,,,,,,,,,Spain Power Plants Over 10 MW.csv
1759,Scout moor,,,,Scout moor,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,65.0,,,,65.0,53.6667392667,,,,52.2370231,-2.30481147766,,,,-0.4686148,,,,,UK Power Plant.csv
1760,Namforsen,,,,Namforsen,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,113.0,,,,115.0,63.4333333,,,,63.7044719,16.9,,,,17.0175829,,,,,Sweden Power Plant.csv
1761,Thyrow,,,,Thyrow,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,300.0,,,,296.0,52.25,,,,52.23109465,13.2333333,,,,13.3241850449,,,,,Germany Power Plants (conventional).csv
1762,Eemmeerdijk,,,,Rachel carson eemmeerdijk,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,19.0,,,,18.0,52.33,,,,52.3451194,5.541667,,,,5.4580775474,,,,,Netherlands Power Plant.csv
1763,Moabit,,,,Moabit coal,Coal,,,,Coal,,,,,,Germany,,,,Germany,153.0,,,,89.0,52.5243681651,,,,52.5170365,13.4105300903,,,,13.3888599,,,,,Germany Power Plants (conventional).csv
1764,Ulketocht,,,,Ulketocht,Wind,,,,Wind,,,,,,Netherlands,,,,Netherlands,6.0,,,,6.0,52.838333,,,,18.0361518,4.891667,,,,-63.0418373,,,,,Netherlands Power Plant.csv
1765,Lasele,,,,Lasele,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,150.0,,,,165.0,63.4333333,,,,63.7044719,16.9,,,,17.0175829,,,,,Sweden Power Plant.csv
1766,Uppsala,,,,Uppsala,Waste,,,,Waste,CHP,,,,,Sweden,,,,Sweden,130.0,,,,130.0,59.8585015379,,,,,17.6454269886,,,,,,,,,Sweden Power Plant.csv
1767,Edinbane,,,,Edinbane,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,41.4,,,,41.0,55.9520598865,,,,56.7861112,-3.19648118728,,,,-4.1140517,,,,,UK Power Plant.csv
1768,Hare bwl,,,,Hare,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,5.5,,,,6.0,54.7663246818,,,,50.5949824,-1.43967530828,,,,-1.9518955,,,,,UK Power Plant.csv
1769,Ebs rostock,,,,Ebs rostock,Waste,,,,Waste,,,,,,Germany,,,,Germany,20.0,,,,17.0,54.0886975425,,,,54.0924445,12.1404933929,,,,12.1286127,,,,,Germany Power Plants (conventional).csv
1770,Vargfors,,,,Vargfors,Hydro,,,,Hydro,,,,,,Sweden,,,,Sweden,136.0,,,,134.0,64.9120576707,,,,,19.4815278053,,,,,,,,,Sweden Power Plant.csv
1771,Breuberg odenwald,,,,Industriekraftwerk breuberg,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,10.7,,,,11.4,49.8166667,,,,49.8237774,9.0333333,,,,9.0297787,,,,,Germany Power Plants (conventional).csv
1772,Gabersdorf,,,,Gabersdorf,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,14.5,,,,14.0,46.7772222,,,,,15.5841667,,,,,,,,,Verbund Power Plant.csv
1773,Landl,,,,Landl,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,23.425,,,,25.0,47.65,,,,,14.7166667,,,,,,,,,Verbund Power Plant.csv
1774,Martin,,,,St. martin,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,11.4,,,,10.0,47.4466650226,,,,,15.2849006653,,,,,,,,,Verbund Power Plant.csv
1775,Bruck an der leitha,,,,Wind park bruck an der leitha,Wind,,,,Wind,,,,,,Austria,,,,Austria,9.0,,,,9.0,48.0166667,,,,,16.7666667,,,,,,,,,Verbund Power Plant.csv
1776,Altenmarkt,,,,Altenmarkt,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,25.0,,,,26.0,46.7666667,,,,,15.55,,,,,,,,,Verbund Power Plant.csv
1777,Triebenbach,,,,Triebenbach,Hydro,,,,Hydro,,,,,,Austria,,,,Austria,11.89,,,,10.0,47.5,,,,,14.4666667,,,,,,,,,Verbund Power Plant.csv
1778,Perach,,,,Perach,Hydro,,,,Hydro,,,,,,Germany,,,,Germany,21.0,,,,19.4,48.2666667,,,,48.2667,12.7666667,,,,12.7667,,,,,Germany Power Plants (conventional).csv
1779,Leinau,,,,Dkw leinau,Oil,,,,Oil,,,,,,Germany,,,,Germany,13.996,,,,11.4,47.9130630106,,,,47.9279399,10.637512207,,,,10.615124,,,,,Germany Power Plants (conventional).csv
1780,Vigelands,,,,Vigeland,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,24.0,,,,30.0,58.26936,,,,,7.97413,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1781,Vikaelva,,,,Vikaelva,Hydro,,,,Hydro,,,,,,Norway,,,,Norway,4.1,,,,6.0,59.7833333,,,,,6.1,,,,,,,,,Norway Power Plants (ENTSOE) .csv
1782,Coterejon,,,,Coterejon,Wind,,,,Wind,,,,,,Spain,,,,Spain,16.8,,,,18.0,40.453225,,,,,-4.464712,,,,,,,,,Spain Power Plants Over 10 MW.csv
1783,Bomlitz probis,,,,Bomlitz,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,6.7,,,,22.1,52.9,,,,52.9032356,9.65,,,,9.6590714,,,,,Germany Power Plants (conventional).csv
1784,Gallego,,,,Villanueva galleg,Waste,,,,Waste,,,,,,Spain,,,,Spain,14.14,,,,14.14,41.769165,,,,,-0.823496,,,,,,,,,Spain Power Plants Over 10 MW.csv
1785,Burghausen,,,,Dampfkraftwerk bgh,Natural Gas,,,,Natural Gas,,,,,,Germany,,,,Germany,203.4,,,,178.0,48.1666667,,,,48.1689863,12.8333333,,,,12.8304816,,,,,Germany Power Plants (conventional).csv
1786,Entredicho,,,,Entredicho,Wind,,,,Wind,,,,,,Spain,,,,Spain,36.0,,,,36.0,41.342449,,,,,-0.959883,,,,,,,,,Spain Power Plants Over 10 MW.csv
1787,Cedillo,,,,Cedillo,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,473.0,,,,495.18,39.650989,,,,,-7.498171,,,,,,,,,Spain Power Plants Over 10 MW.csv
1788,Sobradelo,,,,Sobradelo,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,38.4,,,,44.25,42.527319,,,,,-8.008592,,,,,,,,,Spain Power Plants Over 10 MW.csv
1789,Munilla,,,,Munilla lasanta,Wind,,,,Wind,,,,,,Spain,,,,Spain,45.0,,,,46.0,42.188998,,,,,-2.295061,,,,,,,,,Spain Power Plants Over 10 MW.csv
1790,Ferreira,,,,Ferreira,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,37.1833333,,,,,-3.0666667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1791,Stonebyres,,,,Stonebyres,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,6.0,,,,6.0,55.6666667,,,,56.7861112,-3.85,,,,-4.1140517,,,,,UK Power Plant.csv
1792,Rye house,,,,Rye house,Natural Gas,,,,Natural Gas,,,,,,United Kingdom,,,,United Kingdom,712.0,,,,715.0,51.761615,,,,52.2345714,0.0087766,,,,-0.4626500837,,,,,UK Power Plant.csv
1793,Capiruza,,,,"Capiruza mw, mw",Wind,,,,Wind,,,,,,Spain,,,,Spain,68.0,,,,50.0,38.728796,,,,,-2.005001,,,,,,,,,Spain Power Plants Over 10 MW.csv
1794,Escombreras,,,,Ctcc escombreras,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,1378.0,,,,2014.89,37.605121,,,,,-0.986232,,,,,,,,,Spain Power Plants Over 10 MW.csv
1795,Alcora cotasa,,,,Cotasa,Natural Gas,,,,Natural Gas,,,,,,Spain,,,,Spain,13.14,,,,14.071,40.0666667,,,,,-0.2,,,,,,,,,Spain Power Plants Over 10 MW.csv
1796,Kendoon,,,,Kendoon,Hydro,,,,Hydro,,,,,,United Kingdom,,,,United Kingdom,24.0,,,,24.0,55.073558601,,,,56.7861112,-4.14082800641,,,,-4.1140517,,,,,UK Power Plant.csv
1797,Maranchon,,,,Maranchon,Wind,,,,Wind,,,,,,Spain,,,,Spain,78.0,,,,127.3,41.047537,,,,,-2.204818,,,,,,,,,Spain Power Plants Over 10 MW.csv
1798,Bolanos,,,,Bolanos,Wind,,,,Wind,,,,,,Spain,,,,Spain,24.0,,,,24.0,36.686454,,,,,-6.136063,,,,,,,,,Spain Power Plants Over 10 MW.csv
1799,Virgen llanos,,,,Llanos,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,92.65,39.8666667,,,,,-1.2166667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1800,Canoneras,,,,Canoneras,Wind,,,,Wind,,,,,,Spain,,,,Spain,17.85,,,,32.3,43.38278,,,,,-4.002412,,,,,,,,,Spain Power Plants Over 10 MW.csv
1801,Cernadilla,,,,Cernadilla,Hydro,,,,Hydro,,,,,,Spain,,,,Spain,30.0,,,,33.32,42.020834,,,,,-6.417007,,,,,,,,,Spain Power Plants Over 10 MW.csv
1802,Retuerta,,,,Retuerta,Wind,,,,Wind,,,,,,Spain,,,,Spain,38.0,,,,38.0,37.507562,,,,,-7.270384,,,,,,,,,Spain Power Plants Over 10 MW.csv
1803,Malefaton,,,,Malefaton modif. pot.,Wind,,,,Wind,,,,,,Spain,,,,Spain,49.5,,,,49.5,39.8666667,,,,,-1.2166667,,,,,,,,,Spain Power Plants Over 10 MW.csv
1804,Rigged,,,,Rigged,Wind,,,,Wind,,,,,,United Kingdom,,,,United Kingdom,5.0,,,,5.0,55.0504492421,,,,54.65688285,-6.95074081421,,,,-6.5634352097,,,,,UK Power Plant.csv
1805,Damhead creek,,,,Damhead creek,Natural Gas,,,,Natural Gas,,,,,,United Kingdom,,,,United Kingdom,808.0,,,,805.0,51.428069,,,,51.4510191,0.6115655,,,,-0.9934913405,,,,,UK Power Plant.csv
